編號,案類,發生(現)日期,發生時段,發生(現)地點
2367,住宅竊盜,1070720,14~16,台北市信義區基隆路1段101巷31~60號
2368,住宅竊盜,1070720,20~22,台北市文山區景行里景後街121~150號
2369,住宅竊盜,1070720,22~24,台北市南港區南港路2段86巷10弄1~30號
2370,住宅竊盜,1070722,10~12,台北市中山區復興北路151~180號
2371,住宅竊盜,1070723,22~24,台北市南港區九如里研究院路3段10巷1~30號
2372,住宅竊盜,1070725,16~18,台北市萬華區康定路25巷36弄1~30號
2373,住宅竊盜,1070726,06~08,台北市中山區中山北路2段62巷1~30號
2374,住宅竊盜,1070726,22~24,台北市大同區重慶北路2段57巷8-1號
2375,住宅竊盜,1070727,02~04,台北市松山區八德路2段421~450號
2376,住宅竊盜,1070728,10~12,台北市內湖區內湖路2段103巷61~90號
2377,住宅竊盜,1070728,16~18,台北市大安區建倫里忠孝東路4段151~180號
2378,住宅竊盜,1070730,04~06,台北市北投區長安里泉源路61~90號
2379,住宅竊盜,1070731,02~04,台北市中正區永功里21鄰寧波西街182巷1~30號
2380,住宅竊盜,1070731,10~12,台北市中正區南福里羅斯福路2段31~60號
2381,住宅竊盜,1070731,14~16,台北市大安區和安里信義路3段147巷15弄1~30號
2382,住宅竊盜,1070801,12~14,台北市萬華區西園路2段372巷23弄1~30號
2383,住宅竊盜,1070801,12~14,台北市萬華區西園路2段372巷23弄1~30號
2384,住宅竊盜,1070803,12~14,台北市文山區樟林里025鄰光輝路121~150號
2385,住宅竊盜,1070803,14~16,台北市中山區新生北路1段31~60號
2386,住宅竊盜,1070803,14~16,台北市南港區忠孝東路6段91~120號
2387,住宅竊盜,1070804,12~14,台北市北投區大同里大業路481~510號
2388,住宅竊盜,1070804,22~24,台北市士林區天壽里中山北路7段14巷65弄1~30號
2389,住宅竊盜,1070805,00~02,台北縣板橋市縣民大道3段151~180號
2390,住宅竊盜,1070805,00~02,台北縣板橋市縣民大道3段151~180號
2391,住宅竊盜,1070805,06~08,台北市松山區南京東路3段256巷20弄1~30號
2392,住宅竊盜,1070806,12~14,台北市中正區東門里紹興南街1~30號
2393,住宅竊盜,1070806,14~16,台北縣三重市環河南路211~240號
2394,住宅竊盜,1070806,14~16,台北市中山區民權西路61~90號
2395,住宅竊盜,1070808,08~10,台北市大安區正聲里光復南路240巷31~60號
2396,住宅竊盜,1070808,14~16,台北市中山區長春路181~210號
2397,住宅竊盜,1070809,06~08,台北市大安區法治里通化街181巷1~30號
2398,住宅竊盜,1070810,08~10,台北市中山區民族東路512巷1~30號
2399,住宅竊盜,1070810,20~22,台北縣板橋市縣民大道3段151~180號
2400,住宅竊盜,1070810,20~22,台北縣板橋市縣民大道3段151~180號
2401,住宅竊盜,1070811,08~10,台北市北投區一德里中央北路4段301~330號
2402,住宅竊盜,1070812,04~06,台北市中正區幸市里濟南路2段62巷1~30號
2403,住宅竊盜,1070813,12~14,台北市士林區中社路1段11巷31弄1~30號
2404,住宅竊盜,1070814,04~06,台北市萬華區東園街91~120號
2405,住宅竊盜,1070814,12~14,台北市文山區興家里18鄰興隆路3段221巷4弄1~30號
2406,住宅竊盜,1070814,20~22,台北市內湖區東湖路113巷95弄121~150號
2407,住宅竊盜,1070815,00~02,台北市內湖區康寧路1段241~270號
2408,住宅竊盜,1070815,12~14,台北市大安區建安里敦化南路1段187巷31~60號
2409,住宅竊盜,1070815,18~20,台北市松山區民生東路4段112巷5弄1~30號
2410,住宅竊盜,1070816,10~12,台北市中山區錦州街31~60號
2411,住宅竊盜,1070816,12~14,台北市中山區新生北路2段72巷1~30號
2412,住宅竊盜,1070817,10~12,台北市中山區農安街77巷1~30號
2413,住宅竊盜,1070818,14~16,台北市松山區三民路107巷1~30號
2414,住宅竊盜,1070819,18~20,台北市士林區福林里中正路210巷61~90號
2415,住宅竊盜,1070820,00~02,台北市內湖區康寧路3段56巷31~60號
2416,住宅竊盜,1070820,12~14,台北市信義區永春里松山路391~420號
2417,住宅竊盜,1070820,12~14,台北市大安區民輝里市民大道3段151~180號
2418,住宅竊盜,1070822,06~08,台北市北投區永和里行義路186巷26弄1~30號
2419,住宅竊盜,1070823,06~08,台北市萬華區萬大路481~510號
2420,住宅竊盜,1070823,22~24,台北市文山區政大里014鄰政大一街361~390號
2421,住宅竊盜,1070824,00~02,台北市大安區黎和里和平東路3段632巷61~90號
2422,住宅竊盜,1070826,10~12,台北市松山區京東路5段291巷1~30號
2423,住宅竊盜,1070828,08~10,台北市大同區承德路3段191巷1~30號
2424,住宅竊盜,1070829,00~02,台北市中山區長安東路2段31~60號
2425,住宅竊盜,1070829,20~22,台北市中山區安東街16巷13弄1~30號
2426,住宅竊盜,1070830,00~02,台北市大安區臨江里通化路101巷61~90號
2427,住宅竊盜,1070830,04~06,台北市中山區民生東路1段61~90號
2428,住宅竊盜,1070830,06~08,台北市大安區龍淵里和平東路2段96巷1~30號
2429,住宅竊盜,1070830,14~16,台北市大同區民權西路245巷1~30號
2430,住宅竊盜,1070831,00~02,台北市內湖區安康路331~360號
2431,住宅竊盜,1070831,08~10,台北市萬華區凌霄里6鄰國興路1~30號
2432,住宅竊盜,1070831,16~18,台北市中山區民權西路70巷45之1~30號
2433,住宅竊盜,1070901,12~14,台北市大安區龍泉里師大路1~30號
2434,住宅竊盜,1070902,10~12,台北市北投區開明里義方街1~30號
2435,住宅竊盜,1070902,12~14,台北市士林區福順里2鄰重慶北路4段1巷3弄1~30號
2436,住宅竊盜,1070902,14~16,台北市內湖區江南街71巷93弄1~30號
2437,住宅竊盜,1070902,20~22,台北市松山區復興北路121~150號
2438,住宅竊盜,1070902,20~22,台北市中山區復興北路121~150號
2439,住宅竊盜,1070903,02~04,台北市內湖區內湖路1段737巷19弄1~30號
2440,住宅竊盜,1070903,04~06,台北市大同區昌吉街1~30號
2441,住宅竊盜,1070903,04~06,台北市大同區迪化街2段146巷1~30號
2442,住宅竊盜,1070903,18~20,台北市中正區黎明里公園路30巷1~30號
2443,住宅竊盜,1070903,22~24,台北市萬華區富民路155巷1~30號
2444,住宅竊盜,1070904,08~10,宜蘭縣宜蘭市民權新路235巷1~30號
2445,住宅竊盜,1070904,14~16,台北市士林區忠誠路2段207巷1~30號
2446,住宅竊盜,1070904,16~18,台北市北投區溫泉里奇岩路1~30號
2447,住宅竊盜,1070905,12~14,台北市士林區永倫里延平北路6段211~240號
2448,住宅竊盜,1070905,14~16,台北市士林區百齡里福港街211~240號
2449,住宅竊盜,1070906,02~04,台北市士林區富光里3鄰延平北路5段91~120號
2450,住宅竊盜,1070906,22~24,台北市中山區中山北路2段93巷1~30號
2451,住宅竊盜,1070907,10~12,台北市大安區義安里文昌街91~120號
2452,住宅竊盜,1070907,12~14,台北市中正區幸市里金山南路1段30巷1~30號
2453,住宅竊盜,1070908,06~08,台北市文山區萬興里013鄰指南路2段45巷1~30號
2454,住宅竊盜,1070910,10~12,台北市中山區吉林路343巷1~30號
2455,住宅竊盜,1070910,12~14,台北市大安區學府里羅斯福路4段119巷62弄31~60號
2456,住宅竊盜,1070910,18~20,台北市北投區智仁里21鄰中和街525巷6弄1~30號
2457,住宅竊盜,1070912,06~08,台北市中正區富水里永春街200巷3弄1~30號
2458,住宅竊盜,1070912,06~08,台北市萬華區開封街2段1~30號
2459,住宅竊盜,1070912,18~20,台北市中山區北安路841巷1~30號
2460,住宅竊盜,1070914,16~18,台北市士林區葫蘆里8鄰延平北路5段245巷1~30號
2461,住宅竊盜,1070915,16~18,台北市大安區光信里光復南路451~480號
2462,住宅竊盜,1070916,16~18,台北市萬華區環河南路2段181~210號
2463,住宅竊盜,1070916,18~20,台北市北投區中央里大業路280巷1~30號
2464,住宅竊盜,1070917,06~08,台北市大同區太原路91~120號
2465,住宅竊盜,1070918,02~04,台北市南港區成福里成福路79巷2弄1~30號
2466,住宅竊盜,1070918,14~16,台北市大安區德安里敦化南路1段301~330號
2467,住宅竊盜,1070919,10~12,台北市士林區福林里中山北路5段505巷42弄1~30號
2468,住宅竊盜,1070922,00~02,台北縣新店市五峰路63巷8弄91~120號
2469,住宅竊盜,1070923,16~18,台北市士林區舊佳里中正路212巷7弄1~30號
2470,住宅竊盜,1070924,16~18,台北市松山區南京東路5段23巷1~30號
2471,住宅竊盜,1070924,20~22,台北市松山區基隆路1段31~60號
2472,住宅竊盜,1070928,20~22,台北市北投區智仁里2鄰杏林一路31之1~30號
2473,住宅竊盜,1070929,06~08,台北市中山區民生東路1段1~30號
2474,住宅竊盜,1071001,18~20,台北市松山區八德路3段12巷66弄1~30號
2475,住宅竊盜,1071002,02~04,台北市文山區華興里004鄰試院路61~90號
2476,住宅竊盜,1071002,04~06,台北市萬華區武昌街2段121~150號
2477,住宅竊盜,1071003,02~04,台北市南港區成福里東新街91~120號
2478,住宅竊盜,1071003,06~08,台北市信義區安康里虎林街212巷31~60號
2479,住宅竊盜,1071003,08~10,台北市大同區斯文里昌吉街33巷1~30號
2480,住宅竊盜,1071003,08~10,台北市萬華區西寧南路71巷1~30號
2481,住宅竊盜,1071003,14~16,台北市北投區榮光里西安路1段165巷1~30號
2482,住宅竊盜,1071004,10~12,台北市文山區萬興里009鄰指南路2段61~90號
2483,住宅竊盜,1071005,00~02,台北市大安區臥龍里基隆路3段22巷5弄1~30號
2484,住宅竊盜,1071005,00~02,台北市中山區農安街77巷1~30號
2485,住宅竊盜,1071005,10~12,台北市北投區福興里承德路7段342巷1~30號
2486,住宅竊盜,1071005,14~16,台北市北投區清江里26鄰崇仁路1段131巷2弄1~30號
2487,住宅竊盜,1071005,14~16,台北市北投區清江里26鄰崇仁路1段131巷2弄1~30號
2488,住宅竊盜,1071005,20~22,台北市萬華區和平西路3段30巷21弄1~30號
2489,住宅竊盜,1071005,20~22,台北市大同區承德路3段225巷1~30號
2490,住宅竊盜,1071006,10~12,台北市內湖區碧山路31~60號
2491,住宅竊盜,1071006,22~24,台北市文山區萬有里景隆街31~60號
2492,住宅竊盜,1071007,04~06,台北市信義區安康里虎林街212巷31~60號
2493,住宅竊盜,1071007,14~16,台北市文山區萬美里007鄰萬芳路61~90號
2494,住宅竊盜,1071008,06~08,台北市北投區洲美里洲美街139巷1~30號
2495,住宅竊盜,1071008,14~16,台北市內湖區民權東路6段123巷20弄1~30號
2496,住宅竊盜,1071009,20~22,台北市中山區南京西路12巷10弄1~30號
2497,住宅竊盜,1071011,02~04,台北市萬華區環河南路2段91~120號
2498,住宅竊盜,1071012,00~02,台北市中山區興安街51之1~30號
2499,住宅竊盜,1071012,02~04,台北市士林區芝山里士東路266巷12弄1~30號
2500,住宅竊盜,1071013,10~12,台北市中山區林森北路481~510號
2501,住宅竊盜,1071013,10~12,台北市中正區網溪里廈門街99巷1~30號
2502,住宅竊盜,1071014,20~22,台北市信義區敦厚里永吉路120巷1~30號
2503,住宅竊盜,1071015,04~06,台北市大同區甘州街1~30號
2504,住宅竊盜,1071016,04~06,台北市松山區八德路3段74巷14弄1~30號
2505,住宅竊盜,1071016,14~16,台北市大同區承德路3段51巷1~30號
2506,住宅竊盜,1071017,12~14,台北市大同區民權西路121~150號
2507,住宅竊盜,1071017,20~22,台北市中山區樂群二路181~210號
2508,住宅竊盜,1071018,02~04,台北市士林區社新里25鄰社子街121~150號
2509,住宅竊盜,1071019,00~02,台北市信義區光復南路421巷91~120號
2510,住宅竊盜,1071019,12~14,台北市萬華區康定路61~90號
2511,住宅竊盜,1071019,16~18,台北市士林區福中里6鄰福港街210巷7弄1~30號
2512,住宅竊盜,1071019,18~20,台北市中山區龍江路65巷18之1~30號
2513,住宅竊盜,1071019,20~22,台北市中山區撫順街41巷1~30號
2514,住宅竊盜,1071021,12~14,台北市松山區饒河街91~120號
2515,住宅竊盜,1071021,16~18,台北市內湖區成功路301~330號
2516,住宅竊盜,1071021,20~22,台北市內湖區金湖路401巷31~60號
2517,住宅竊盜,1071022,06~08,台北市北投區立賢里尊賢街241巷1~30號
2518,住宅竊盜,1071023,14~16,台北市內湖區民權東路6段61~90號
2519,住宅竊盜,1071024,00~02,台北市內湖區成功路301~330號
2520,住宅竊盜,1071024,06~08,台北市大安區光武里市民大道4段61~90號
2521,住宅竊盜,1071024,20~22,台北市南港區南港里南港路1段165巷1~30號
2522,住宅竊盜,1071026,20~22,台北市內湖區新明路460巷19弄1~30號
2523,住宅竊盜,1071027,00~02,台北市大安區黎孝里和平東路3段308巷1弄1~30號
2524,住宅竊盜,1071027,10~12,台北市中山區林森北路85巷61~90號
2525,住宅竊盜,1071027,12~14,台北市萬華區大理街31~60號
2526,住宅竊盜,1071027,14~16,台北市萬華區長順街14巷1~30號
2527,住宅竊盜,1071027,22~24,台北市士林區福順里17鄰重慶北路4段61~90號
2528,住宅竊盜,1071028,04~06,台北市士林區福華里15鄰通河街323巷31~60號
2529,住宅竊盜,1071029,20~22,台北市萬華區三水街71-2號
2530,住宅竊盜,1071101,04~06,台北市大同區長安西路91~120號
2531,住宅竊盜,1071101,06~08,台北市中山區林森北路241~270號
2532,住宅竊盜,1071101,18~20,台北市大同區大龍街79巷1~30號
2533,住宅竊盜,1071102,00~02,台北市信義區大仁里林口街80巷31~60號
2534,住宅竊盜,1071102,14~16,台北市士林區天母里7鄰中山北路7段141巷1~30號
2535,住宅竊盜,1071105,08~10,台北市萬華區和平西路3段211~240號
2536,住宅竊盜,1071105,14~16,台北市內湖區成功路4段31~60號
2537,住宅竊盜,1071105,14~16,台北市士林區永倫里永平街61巷1~30號
2538,住宅竊盜,1071106,04~06,台北縣中和市民享街1~30號
2539,住宅竊盜,1071106,10~12,台北市北投區一德里中央北路4段511~540號
2540,住宅竊盜,1071106,14~16,台北市士林區平等里平菁街95巷1~30號
2541,住宅竊盜,1071108,12~14,台北市大安區龍門里辛亥路2段31~60號
2542,住宅竊盜,1071109,06~08,台北市中山區中山北路2段65巷1~30號
2543,住宅竊盜,1071109,18~20,台北市北投區關渡里知行路316巷22弄1~30號
2544,住宅竊盜,1071110,06~08,台北市北投區榮光里致遠一路2段61~90號
2545,住宅竊盜,1071110,22~24,台北市士林區後港里21鄰大南路391~420號
2546,住宅竊盜,1071111,04~06,台北市大同區延平北路2段121~150號
2547,住宅竊盜,1071111,08~10,台北市內湖區民權東路6段56巷5弄1~30號
2548,住宅竊盜,1071112,08~10,台北縣板橋市文聖街40巷1~30號
2549,住宅竊盜,1071112,12~14,台北市士林區東山里德行東路331巷54弄1~30號
2550,住宅竊盜,1071113,10~12,基隆市七堵區永富路路211~240號
2551,住宅竊盜,1071114,18~20,台北市內湖區成功路5段31~60號
2552,住宅竊盜,1071114,22~24,台北市南港區鴻福里玉成街235巷1~30號
2553,住宅竊盜,1071115,16~18,台北縣汐止市大同路2段241~270號
2554,住宅竊盜,1071115,16~18,台北市北投區奇岩里奇岩路241~270號
2555,住宅竊盜,1071116,12~14,台北市大安區新龍里建國南路2段121~150號
2556,住宅竊盜,1071116,14~16,台北市中正區三愛里連雲街31~60號
2557,住宅竊盜,1071116,18~20,台北市南港區萬福里忠孝東路6段70巷5弄1~30號
2558,住宅竊盜,1071116,20~22,台北市士林區天母里中山北路7段190巷121~150號
2559,住宅竊盜,1071119,00~02,台北市士林區臨溪里故宮路1~30號
2560,住宅竊盜,1071119,06~08,台北市大安區通化里光復南路601~630號
2561,住宅竊盜,1071120,12~14,台北市萬華區萬大路277巷44弄1~30號
2562,住宅竊盜,1071120,12~14,台北市大安區古莊里師大路91~120號
2563,住宅竊盜,1071120,18~20,台北市中山區新生北路3段1~30號
2564,住宅竊盜,1071121,20~22,台北市萬華區康定路277巷1~30號
2565,住宅竊盜,1071123,00~02,台北市南港區中研里研究院路2段61巷2弄1~30號
2566,住宅竊盜,1071123,22~24,台北市文山區明義里014鄰興隆路4段105巷1~30號
2567,住宅竊盜,1071124,16~18,台北市萬華區萬大路85巷14弄1~30號
2568,住宅竊盜,1071124,18~20,台北市大同區歸綏街96巷1~30號
2569,住宅竊盜,1071124,20~22,台北市大安區光信里延吉街246巷1~30號
2570,住宅竊盜,1071125,06~08,台北市萬華區環河南路3段241~270號
2571,住宅竊盜,1071125,22~24,台北市中山區中山北路1段53巷1~30號
2572,住宅竊盜,1071126,08~10,台北市士林區岩山里仰德大道1段14巷1~30號
2573,住宅竊盜,1071126,22~24,台北市萬華區環河南路2段35巷1~30號
2574,住宅竊盜,1071127,10~12,台北市萬華區綠堤里3鄰雙園街106巷1~30號
2575,住宅竊盜,1071128,10~12,台北市大安區和安里6鄰信義路3段147巷5弄1~30號
2576,住宅竊盜,1071128,10~12,台北市內湖區湖濱里6鄰內湖路2段103巷119弄31~60號
2577,住宅竊盜,1071128,20~22,台北市信義區中行里福德街310巷1~30號
2578,住宅竊盜,1071128,20~22,台北市大安區和安里信義路3段147巷17弄19-1號
2579,住宅竊盜,1071129,10~12,台北市南港區萬福里忠孝東路6段70巷22弄1~30號
2580,住宅竊盜,1071129,12~14,台北市松山區南京東路5段61~90號
2581,住宅竊盜,1071130,20~22,台北市松山區民權東路5段1~30號
2582,住宅竊盜,1071201,12~14,台北市信義區基隆路1段172巷1~30號
2583,住宅竊盜,1071201,22~24,台北市大同區蘭州街124巷1~30號
2584,住宅竊盜,1071202,12~14,台北市松山區八德路2段410巷1~30號
2585,住宅竊盜,1071203,06~08,台北市大安區黎元里2鄰樂業街151~180號
2586,住宅竊盜,1071203,14~16,台北市士林區福林里中山北路5段241~270號
2587,住宅竊盜,1071203,14~16,台北市松山區民生東路4段80巷11弄1~30號
2588,住宅竊盜,1071203,14~16,台北市萬華區西園路1段125巷1~30號
2589,住宅竊盜,1071204,00~02,台北市北投區豐年里中央北路2段173巷1~30號
2590,住宅竊盜,1071204,12~14,台北市士林區社新里10鄰延平北路6段155巷31~60號
2591,住宅竊盜,1071204,18~20,台北市萬華區中華路2段364巷31~60號
2592,住宅竊盜,1071205,10~12,台北市大安區建安里忠孝東路4段181巷40弄1~30號
2593,住宅竊盜,1071205,14~16,台北市內湖區成功路2段498巷1~30號
2594,住宅竊盜,1071205,20~22,台北市信義區松友里信義路6段76巷8弄31~60號
2595,住宅竊盜,1071206,02~04,台北市士林區天玉里天母西路1~30號
2596,住宅竊盜,1071207,12~14,台北市內湖區文德路66巷10弄1~30號
2597,住宅竊盜,1071208,00~02,台北市萬華區環河南路2段35巷1~30號
2598,住宅竊盜,1071208,00~02,台北市萬華區東園街14巷1~30號
2599,住宅竊盜,1071210,14~16,台北縣中和市景平路331~360號
2600,住宅竊盜,1071210,18~20,台北市士林區東山里5鄰東山路25巷88弄1~30號
2601,住宅竊盜,1071211,08~10,台北市萬華區西寧南路1~30號
2602,住宅竊盜,1071212,22~24,台北市士林區天山里9鄰中山北路7段14巷1~30號
2603,住宅竊盜,1071213,02~04,台北市士林區福安里延平北路7段177巷
2604,住宅竊盜,1071213,08~10,台北市信義區景勤里吳興街156巷65弄1~30號
2605,住宅竊盜,1071213,10~12,台北市松山區八德路3段12巷66弄1~30號
2606,住宅竊盜,1071213,12~14,台北市中正區齊東街82巷1~30號
2607,住宅竊盜,1071213,14~16,台北市中山區松江路25巷1之1~30號
2608,住宅竊盜,1071213,14~16,台北市中山區松江路25巷1之1~30號
2609,住宅竊盜,1071214,00~02,台北市北投區中央北路3段241~270號
2610,住宅竊盜,1071214,12~14,台北市士林區三玉里德行東路241~270號
2611,住宅竊盜,1071215,12~14,台北市文山區興豐里5鄰興隆路1段241~270號
2612,住宅竊盜,1071215,20~22,台北市內湖區文德路66巷91~120號
2613,住宅竊盜,1071216,16~18,台北市中正區頂東里晉江街124巷8弄1~30號
2614,住宅竊盜,1071216,16~18,台北市士林區社子里15鄰社中街33巷1~30號
2615,住宅竊盜,1071216,18~20,台北市士林區名山里3鄰雨聲街8巷1~30號
2616,住宅竊盜,1071217,20~22,台北市內湖區陽光街68巷146弄1~30號
2617,住宅竊盜,1071218,12~14,台北市松山區延壽街31~60號
2618,住宅竊盜,1071218,14~16,台北市中山區松江路330巷31~60號
2619,住宅竊盜,1071219,12~14,台北市士林區明勝里通河街31~60號
2620,住宅竊盜,1071220,18~20,台北市中山區中山北路1段105巷1~30號
2621,住宅竊盜,1071221,02~04,台北市內湖區碧山路31~60號
2622,住宅竊盜,1071221,10~12,台北市萬華區長泰街19巷31~60號
2623,住宅竊盜,1071221,22~24,台北市士林區社新里延平北路6段261巷2-6號
2624,住宅竊盜,1071221,22~24,新竹市東區高峰路194巷12弄1~30號
2625,住宅竊盜,1071222,06~08,新竹市東區高峰路194巷12弄1~30號
2626,住宅竊盜,1071222,20~22,台北市北投區大同里大業路421~450號
2627,住宅竊盜,1071223,18~20,台北市北投區建民里文林北路80巷59弄1~30號
2628,住宅竊盜,1071226,02~04,台北市中山區錦州街91~120號
2629,住宅竊盜,1071226,18~20,台北市北投區清江里三合街2段421~450號
2630,住宅竊盜,1071227,00~02,台中市北屯區苧園48巷3弄1~30號
2631,住宅竊盜,1071227,02~04,台北市中正區幸市里濟南路2段62巷2-2號
2632,住宅竊盜,1071227,22~24,台北市士林區義信里小西街1~30號
2633,住宅竊盜,1071229,16~18,台北市北投區桃源里中央北路3段241~270號
2634,住宅竊盜,1071229,16~18,台北市大安區和安里建國南路1段291巷1~30號
2635,住宅竊盜,1071230,00~02,台北市中山區林森北路259巷1~30號
2636,住宅竊盜,1071230,02~04,台北市北投區長安里大同街168巷1~30號
2637,住宅竊盜,1071230,12~14,台北市南港區中研里研究院路2段34巷1~30號
2638,住宅竊盜,1071230,14~16,台北市內湖區內湖路一段323巷15弄1~30號
2639,住宅竊盜,1071230,20~22,台北市南港區西新里南港路3段106巷4弄1~30號
2640,住宅竊盜,1071231,06~08,台北市中正區忠勤里中華路2段315巷4弄1~30號
2641,住宅竊盜,1071231,20~22,台北市士林區天母里中山北路7段219巷1~30號
2642,住宅竊盜,1080101,00~02,台北市內湖區內湖路3段331~360號
2643,住宅竊盜,1080101,00~02,台北市中山區內湖路3段331~360號
2644,住宅竊盜,1080101,16~18,台北市北投區中央里北投路1段87巷1~30號
2645,住宅竊盜,1080101,22~24,台北市內湖區內湖路1段737巷8弄1~30號
2646,住宅竊盜,1080102,10~12,台北市內湖區民權東路六段90巷5弄三號
2647,住宅竊盜,1080102,12~14,台北市大同區太原路121~150號
2648,住宅竊盜,1080102,14~16,台北市內湖區行善路25巷1~30號
2649,住宅竊盜,1080104,00~02,台北市中山區新生北路2段62巷1~30號
2650,住宅竊盜,1080104,04~06,台北市大同區萬全街40巷1~30號
2651,住宅竊盜,1080104,12~14,台北市士林區德行里3鄰中山北路5段829巷1~30號
2652,住宅竊盜,1080105,18~20,台北市南港區合成里忠孝東路6段241~270號
2653,住宅竊盜,1080106,10~12,台北市萬華區西寧南路1~30號
2654,住宅竊盜,1080106,12~14,台北市大安區全安里安和路2段181巷1~30號
2655,住宅竊盜,1080106,18~20,台北市中山區民族東路241~270號
2656,住宅竊盜,1080108,06~08,台北市萬華區西寧南路1~30號
2657,住宅竊盜,1080108,16~18,台北市中正區永昌里汀州路1段218巷1~30號
2658,住宅竊盜,1080108,16~18,台北市大安區和安里建國南路1段307巷1~30號
2659,住宅竊盜,1080108,18~20,台北市南港區玉成里南港路3段314巷1~30號
2660,住宅竊盜,1080108,18~20,台北市萬華區大理街160巷23弄31~60號
2661,住宅竊盜,1080110,02~04,台北市大同區太原路181~210號
2662,住宅竊盜,1080110,10~12,台北市中山區民生東路3段31~60號
2663,住宅竊盜,1080112,08~10,台北市中正區忠勤里中華路2段315巷4弄1~30號
2664,住宅竊盜,1080112,16~18,台北市大同區承德路3段113巷1~30號
2665,住宅竊盜,1080112,18~20,台北市信義區松山路661~690號
2666,住宅竊盜,1080114,02~04,台北市內湖區石潭里南京東路6段451巷1~30號
2667,住宅竊盜,1080114,04~06,台北縣中和市景平路181~210號
2668,住宅竊盜,1080114,20~22,台北市萬華區西藏路125巷1~30號
2669,住宅竊盜,1080115,00~02,台北市大同區貴德街40巷1~30號
2670,住宅竊盜,1080115,08~10,台北市內湖區秀湖里4鄰大湖街160巷1~30號
2671,住宅竊盜,1080115,18~20,台北市大安區光武里復興南路1段107巷5弄1~30號
2672,住宅竊盜,1080116,00~02,台北市內湖區港華街51巷1~30號
2673,住宅竊盜,1080117,08~10,台北市北投區榮光里石牌路1段166巷19弄1~30號
2674,住宅竊盜,1080117,16~18,台北市中山區南京東路3段89巷1~30號
2675,住宅竊盜,1080118,12~14,台北市內湖區內湖路2段179巷1~30號
2676,住宅竊盜,1080118,16~18,台北市北投區裕民里東陽街411巷1~30號
2677,住宅竊盜,1080118,18~20,台北市北投區裕民里懷德街11巷1~30號
2678,住宅竊盜,1080119,00~02,台北縣淡水鎮頂田寮路271~300號
2679,住宅竊盜,1080119,12~14,台北市信義區五常里永吉路151~180號
2680,住宅竊盜,1080119,22~24,台北市松山區基隆路1段31~60號
2681,住宅竊盜,1080120,00~02,台北市大同區承德路3段51巷1~30號
2682,住宅竊盜,1080122,08~10,台北市中正區永昌里詔安街272巷1~30號
2683,住宅竊盜,1080122,14~16,台北市大同區重慶北路3段252巷1~30號
2684,住宅竊盜,1080123,08~10,台北市萬華區富民路155巷1~30號
2685,住宅竊盜,1080123,16~18,台北市松山區光復南路66巷61~90號
2686,住宅竊盜,1080123,20~22,台北市松山區光復南路46巷1~30號
2687,住宅竊盜,1080124,10~12,台北市大安區錦安里永康街75巷1~30號
2688,住宅竊盜,1080124,12~14,台北市士林區蘭雅里中山北路6段290巷7弄31~60號
2689,住宅竊盜,1080125,02~04,台北市萬華區大埔街1~30號
2690,住宅竊盜,1080125,12~14,台北市信義區中坡里福德街137巷8弄1~30號
2691,住宅竊盜,1080125,12~14,台北市士林區東山里士東路353巷31~60號
2692,住宅竊盜,1080125,22~24,台北市北投區大屯里復興三路201巷2弄1~30號
2693,住宅竊盜,1080126,00~02,東山路1~30號
2694,住宅竊盜,1080126,14~16,台北市大安區龍雲里復興南路2段125巷20弄1~30號
2695,住宅竊盜,1080127,08~10,台北市中山區林森北路119巷1~30號
2696,住宅竊盜,1080127,18~20,台北市中正區忠勤里中華路2段315巷31~60號
2697,住宅竊盜,1080130,14~16,台北市文山區萬芳里004鄰萬芳路1~30號
2698,住宅竊盜,1080131,08~10,台北市大安區龍生里瑞安街276巷1~30號
2699,住宅竊盜,1080201,20~22,桃園縣龜山鄉復興二路33巷16弄1~30號
2700,住宅竊盜,1080202,06~08,台北市內湖區內湖路2段179巷35弄1~30號
2701,住宅竊盜,1080202,14~16,台北市南港區研究院路2段34巷1~30號
2702,住宅竊盜,1080203,04~06,台北市南港區舊莊里舊莊街1段199巷11弄1~30號
2703,住宅竊盜,1080203,06~08,台北市大安區建安里20鄰忠孝東路4段205巷7弄1~30號
2704,住宅竊盜,1080204,14~16,台北市大同區哈密街59巷56弄31~60號
2705,住宅竊盜,1080204,18~20,台北市士林區天祿里中山北路6段754巷1~30號
2706,住宅竊盜,1080205,22~24,台北市中山區新生北路2段113巷31~60號
2707,住宅竊盜,1080206,18~20,台北市南港區中研里研究院路2段61巷4弄1~30號
2708,住宅竊盜,1080208,14~16,台北市松山區光復南路22巷10弄1~30號
2709,住宅竊盜,1080208,16~18,台北市北投區清江里大興街121~150號
2710,住宅竊盜,1080208,18~20,台北市南港區中研里研究院路2段61巷4弄1~30號
2711,住宅竊盜,1080209,08~10,台北市中山區新生北路2段91~120號
2712,住宅竊盜,1080209,20~22,台北市萬華區西藏路121~150號
2713,住宅竊盜,1080211,00~02,台北市中山區林森北路85巷31~60號
2714,住宅竊盜,1080211,20~22,台北市中山區民權東路2段1~30號
2715,住宅竊盜,1080212,02~04,台北市士林區社新里社子街125巷1~30號
2716,住宅竊盜,1080212,06~08,台北市士林區福華里和豐街33巷1~30號
2717,住宅竊盜,1080212,10~12,台北市中山區林森北路85巷31~60號
