編號,案類,發生(現)日期,發生時段,發生(現)地點
675,住宅竊盜,1041116,08~10,台北市大安區龍泉里雲和街91~120號
676,住宅竊盜,1041116,14~16,台北市萬華區青年路31~60號
677,住宅竊盜,1041116,14~16,台北市內湖區新明路298巷1~30號
678,住宅竊盜,1041117,02~04,台北市中正區龍興里南海路61~90號
679,住宅竊盜,1041117,12~14,台北市南港區合成里忠孝東路6段271~300號
680,住宅竊盜,1041117,20~22,台北市信義區泰和里吳興街583巷20弄1~30號
681,住宅竊盜,1041118,14~16,台北市中山區錦州街241巷1弄1~30號
682,住宅竊盜,1041118,14~16,苗栗縣頭屋鄉福星路61~90號
683,住宅竊盜,1041118,22~24,台北市中山區中山北路4段1~30號
684,住宅竊盜,1041119,12~14,台北市松山區民生東路5段151~180號
685,住宅竊盜,1041121,12~14,台北市中山區新生北路2段141巷1~30號
686,住宅竊盜,1041122,04~06,台北市大安區敦安里9鄰安和路1段102巷1~30號
687,住宅竊盜,1041122,20~22,台北市文山區興得里15鄰興隆路3段112巷4弄1~30號
688,住宅竊盜,1041123,08~10,台北市內湖區麗山街393巷1~30號
689,住宅竊盜,1041123,14~16,台北市松山區民生東路5段69巷1弄31~60號
690,住宅竊盜,1041124,06~08,台北市士林區東山里德行東路393巷1~30號
691,住宅竊盜,1041125,02~04,台北市內湖區五分里8鄰東湖路106巷7弄1~30號
692,住宅竊盜,1041125,22~24,台北市中正區忠勤里南海路93巷1~30號
693,住宅竊盜,1041126,16~18,台北市中正區三愛里臨沂街69巷7弄1~30號
694,住宅竊盜,1041128,10~12,台北市內湖區民權東路6段180巷55弄1~30號
695,住宅竊盜,1041128,20~22,台北市大同區鄰江里18鄰重慶北路3段236巷51-1號
696,住宅竊盜,1041129,10~12,台北市松山區南京東路4段52巷1~30號
697,住宅竊盜,1041129,12~14,台北市士林區義信里2鄰大東路1~30號
698,住宅竊盜,1041129,18~20,台北市士林區天玉里天母北路4巷1~30號
699,住宅竊盜,1041130,10~12,台北市文山區興得里興隆路3段112巷4弄1~30號
700,住宅竊盜,1041201,00~02,台北市信義區國業里松山路540巷3弄31~60號
701,住宅竊盜,1041201,08~10,台北市大同區揚雅里昌吉街61巷1~30號
702,住宅竊盜,1041201,12~14,台北市大安區黎元里安居街81巷1~30號
703,住宅竊盜,1041202,08~10,台北市中山區雙城街28巷1~30號
704,住宅竊盜,1041203,04~06,台北市內湖區民權東路6段151~180號
705,住宅竊盜,1041203,06~08,台北市北投區榮光里石牌路1段166巷61~90號
706,住宅竊盜,1041203,10~12,台北市北投區湖山里湖底路1~30號
707,住宅竊盜,1041203,12~14,台北市中山區吉林路241~270號
708,住宅竊盜,1041204,10~12,台北市大安區光信里仁愛路4段301~330號
709,住宅竊盜,1041204,10~12,台北市松山區南京東路5段361~390號
710,住宅竊盜,1041205,00~02,台北縣三重市捷運路37巷1~30號
711,住宅竊盜,1041205,22~24,台北市中山區新生北路2段41巷31~60號
712,住宅竊盜,1041206,08~10,台北市士林區福順里4鄰重慶北路4段61~90號
713,住宅竊盜,1041206,18~20,台北市士林區福志里忠勇街31~60號
714,住宅竊盜,1041207,20~22,台北市松山區南京東路4段1~30號
715,住宅竊盜,1041208,00~02,台北市文山區景仁里羅斯福路6段91~120號
716,住宅竊盜,1041208,08~10,台北市大安區古風里泰順街1~30號
717,住宅竊盜,1041208,16~18,台北市士林區富光里葫蘆街47巷1~30號
718,住宅竊盜,1041209,08~10,台北市中正區林興里羅斯福路3段121~150號
719,住宅竊盜,1041209,14~16,台北市內湖區康樂街76巷1~30號
720,住宅竊盜,1041210,16~18,台北市大安區正聲里光復南路346巷1~30號
721,住宅竊盜,1041211,08~10,台北市大安區昌隆里忠孝東路3段211~240號
722,住宅竊盜,1041211,20~22,台北市大同區斯文里承德路3段91~120號
723,住宅竊盜,1041212,04~06,台北市中山區龍江路229巷1~30號
724,住宅竊盜,1041212,04~06,台北市中山區龍江路229巷1~30號
725,住宅竊盜,1041212,10~12,台北市士林區社子里社正路45巷29弄1~30號
726,住宅竊盜,1041212,10~12,台北市松山區八德路3段12巷53弄1~30號
727,住宅竊盜,1041213,22~24,台北市信義區永吉里中坡北路43巷1~30號
728,住宅竊盜,1041214,18~20,台北市大安區群賢里和平東路3段1~30號
729,住宅竊盜,1041215,00~02,台北市大安區仁愛里敦化南路1段270巷1~30號
730,住宅竊盜,1041215,06~08,台北市中山區民權東路2段113巷1弄1~30號
731,住宅竊盜,1041216,12~14,台北市松山區南京東4段1~30號
732,住宅竊盜,1041216,14~16,台北市內湖區西湖里環山路1段59巷10弄1~30號
733,住宅竊盜,1041216,14~16,台北市萬華區東園街28巷61~90號
734,住宅竊盜,1041217,14~16,台北市士林區福中里通河東街1段136巷1~30號
735,住宅竊盜,1041219,08~10,台北市中山區林森北路119巷1~30號
736,住宅竊盜,1041219,22~24,台北市中山區吉林路271~300號
737,住宅竊盜,1041219,22~24,台北市士林區福順里重慶北路4段49巷15弄31~60號
738,住宅竊盜,1041220,10~12,台北市北投區立農里立農街1段22巷2弄1~30號
739,住宅竊盜,1041220,12~14,台北市松山區光復北路230巷31~60號
740,住宅竊盜,1041220,12~14,台北市松山區健康路391~420號
741,住宅竊盜,1041220,16~18,台北市大安區黎孝里安居街46巷1~30號
742,住宅竊盜,1041220,20~22,台北市信義區松友里信義路6段76巷8弄1~30號
743,住宅竊盜,1041221,10~12,台北市中正區網溪里同安街86巷1~30號
744,住宅竊盜,1041221,20~22,台北市內湖區東湖路113巷1~30號
745,住宅竊盜,1041221,22~24,台北市內湖區星雲路15巷18弄6-1號
746,住宅竊盜,1041222,06~08,台北市信義區中興里信義路4段361~390號
747,住宅竊盜,1041222,08~10,台北市萬華區富民路91~120號
748,住宅竊盜,1041222,08~10,台北市萬華區富民路91~120號
749,住宅竊盜,1041222,08~10,台北市萬華區富民路91~120號
750,住宅竊盜,1041222,10~12,台北市萬華區富民路91~120號
751,住宅竊盜,1041222,10~12,台北市萬華區富民路91~120號
752,住宅竊盜,1041222,12~14,基隆市暖暖區八堵路61~90號
753,住宅竊盜,1041222,12~14,台北市中正區網溪里廈門街99巷1~30號
754,住宅竊盜,1041222,14~16,台北市大同區保安里哈密街68巷1~30號
755,住宅竊盜,1041223,02~04,台北市大同區至聖里重慶北路3段257巷1~30號
756,住宅竊盜,1041223,06~08,台北市萬華區長泰街1~30號
757,住宅竊盜,1041223,12~14,台北市中正區網溪里廈門街99巷1~30號
758,住宅竊盜,1041223,16~18,台北市士林區天母里中山北路7段219巷1~30號
759,住宅竊盜,1041223,20~22,台北市中正區網溪里廈門街99巷1~30號
760,住宅竊盜,1041224,10~12,台北市北投區立賢里尊賢街241~270號
761,住宅竊盜,1041224,12~14,台北市萬華區西園路1段241~270號
762,住宅竊盜,1041225,16~18,台北市士林區天和里中山北路7段14巷63弄1~30號
763,住宅竊盜,1041225,16~18,台北市中正區板溪里汀州路2段127巷1~30號
764,住宅竊盜,1041225,20~22,台北市內湖區康寧路1段173巷1~30號
765,住宅竊盜,1041226,00~02,台北市南港區九如里研究院路3段10巷1~30號
766,住宅竊盜,1041226,10~12,台北市松山區塔悠路1~30號
767,住宅竊盜,1041228,06~08,台北市內湖區麗山街348巷10弄1~30號
768,住宅竊盜,1041228,14~16,台北市中正區光復里漢口街1段80巷1~30號
769,住宅竊盜,1041228,18~20,台北市信義區雅祥市民大路6段1~30號
770,住宅竊盜,1041229,16~18,台北市大同區光能里承德路2段109巷31~60號
771,住宅竊盜,1041229,18~20,台北市士林區後港里14鄰承德路4段301~330號
772,住宅竊盜,1041229,22~24,台北市北投區立賢里尊賢街211~240號
773,住宅竊盜,1041230,04~06,台北市萬華區萬大路486巷1~30號
774,住宅竊盜,1041230,06~08,台北市萬華區梧州街46巷10弄1~30號
775,住宅竊盜,1041231,00~02,台北市文山區景興路275巷1~30號
776,住宅竊盜,1041231,00~02,台北縣新店市廣興路98巷1~30號
777,住宅竊盜,1041231,14~16,台北市大安區全安里5鄰和平東路3段91~120號
778,住宅竊盜,1050101,00~02,台北市內湖區康樂街110巷16弄1~30號
779,住宅竊盜,1050101,00~02,台北市中山區錦州街31~60號
780,住宅竊盜,1050101,00~02,台北市士林區中山北路7段14巷61~90號
781,住宅竊盜,1050101,00~02,台北市士林區三玉里德行東路211~240號
782,住宅竊盜,1050101,02~04,台北市文山區木新里21鄰保儀路109巷1~30號
783,住宅竊盜,1050101,20~22,台北市松山區濱江街430巷1~30號
784,住宅竊盜,1050102,12~14,台北市中正區龍興里三元街1~30號
785,住宅竊盜,1050102,16~18,台北市中山區松江路235巷31~60號
786,住宅竊盜,1050103,14~16,台北市信義區興隆里逸仙路50巷1~30號
787,住宅竊盜,1050103,16~18,台北市大安區錦華里杭州南路2段93巷1~30號
788,住宅竊盜,1050103,18~20,台北市中山區新生北路2段58巷1~30號
789,住宅竊盜,1050104,06~08,台北市內湖區康樂街136巷29弄31~60號
790,住宅竊盜,1050104,20~22,台北市大安區虎嘯里敦化南路2段181~210號
791,住宅竊盜,1050104,22~24,台北市松山區南京東路5段251巷46弄1~30號
792,住宅竊盜,1050105,14~16,台北市內湖區康寧路1段301~330號
793,住宅竊盜,1050106,00~02,台北市文山區順興里9鄰木新路2段158巷1弄1~30號
794,住宅竊盜,1050106,12~14,台北市中正區南福里寧波西街1~30號
795,住宅竊盜,1050107,12~14,台北市士林區蘭興里德行東路1~30號
796,住宅竊盜,1050107,14~16,基隆市中山區協和路211~240號
797,住宅竊盜,1050107,18~20,台北市士林區蘭興里德行東路1~30號
798,住宅竊盜,1050107,20~22,台北市信義區五常里永吉路181~210號
799,住宅竊盜,1050108,22~24,台北市文山區萬隆里羅斯福路5段211~240號
800,住宅竊盜,1050109,00~02,台北市南港區鴻福里玉成街241~270號
801,住宅竊盜,1050110,06~08,台北市北投區奇岩里公館路85巷2弄1~30號
802,住宅竊盜,1050110,06~08,台北市文山區萬盛里萬盛街91~120號
803,住宅竊盜,1050110,16~18,台北市內湖區康樂街136巷30弄1~30號
804,住宅竊盜,1050110,18~20,台北市松山區南京東路5段250巷2弄1~30號
805,住宅竊盜,1050111,16~18,台北市萬華區康定路1~30號
806,住宅竊盜,1050111,18~20,台北市士林區葫蘆里延平北路5段241~270號
807,住宅竊盜,1050111,20~22,台北市士林區蘭雅里德行東路1~30號
808,住宅竊盜,1050112,06~08,台北市士林區天和里天母東路91巷1~30號
809,住宅竊盜,1050113,00~02,台北市南港區九如里研究院路3段10巷1~30號
810,住宅竊盜,1050113,04~06,台北市內湖區康樂街220巷2弄1~30號
811,住宅竊盜,1050113,10~12,台北市大同區至聖里民族西路187巷31~60號
812,住宅竊盜,1050113,18~20,台北市北投區承德路7段361~390號
813,住宅竊盜,1050114,12~14,台北市大同區雙連里重慶北路2巷151~180號
814,住宅竊盜,1050114,22~24,台北市中山區明水路541~570號
815,住宅竊盜,1050115,08~10,台北市南港區合成里忠孝東路6段61~90號
816,住宅竊盜,1050115,12~14,台北市文山區忠順里14鄰興隆路4段145巷83弄1~30號
817,住宅竊盜,1050116,10~12,台北市內湖區金湖路331~360號
818,住宅竊盜,1050116,16~18,台北市北投區開明里復興四路1~30號
819,住宅竊盜,1050117,14~16,台北市大安區民輝里八德路2段10巷1~30號
820,住宅竊盜,1050118,20~22,台北市內湖區金湖路1~30號
821,住宅竊盜,1050119,02~04,台北市中山區北安路630巷9弄1~30號
822,住宅竊盜,1050119,14~16,台北市大同區寧夏路121~150號
823,住宅竊盜,1050120,08~10,台北市萬華區莒光路271~300號
824,住宅竊盜,1050120,10~12,台北市大安區義安里敦化南路2段81巷31~60號
825,住宅竊盜,1050121,14~16,台北市士林區陽明里凱旋路61~90號
826,住宅竊盜,1050122,16~18,台北市松山區南京東路5段291巷6弄1~30號
827,住宅竊盜,1050122,22~24,台北市北投區智仁里中和街481~510號
828,住宅竊盜,1050123,08~10,台北市信義區雙和里吳興街284巷24弄61~90號
829,住宅竊盜,1050124,14~16,台北市文山區興昌里辛亥路4段101巷140弄1~30號
830,住宅竊盜,1050124,20~22,台北市中山區民生西路45巷9弄1~30號
831,住宅竊盜,1050125,08~10,台北市內湖區安康路434巷20弄1~30號
832,住宅竊盜,1050125,10~12,台北市北投區中庸里雙全街62巷1~30號
833,住宅竊盜,1050125,10~12,台北市中正區黎明里重慶南路1段1~30號
834,住宅竊盜,1050125,10~12,台北市大安區黎和里和平東路3段416巷25弄1~30號
835,住宅竊盜,1050126,08~10,台北市士林區百齡里8鄰福港街259巷31~60號
836,住宅竊盜,1050126,16~18,台北市松山區三民路96巷1~30號
837,住宅竊盜,1050127,08~10,台北市內湖區康樂街136巷29弄1~30號
838,住宅竊盜,1050127,12~14,台北市北投區立賢里實踐街5巷1~30號
839,住宅竊盜,1050128,14~16,台北市內湖區碧山里7鄰內湖路3段60巷12弄61~90號
840,住宅竊盜,1050128,18~20,台北縣中和市景平路703巷2弄1~30號
841,住宅竊盜,1050128,20~22,台北市士林區福順里延平北路5段121~150號
842,住宅竊盜,1050129,00~02,台北市內湖區文德路208巷6弄1~30號
843,住宅竊盜,1050129,06~08,台北市內湖區新明路380巷6弄1~30號
844,住宅竊盜,1050129,14~16,台北市北投區中央里中正街49巷31弄31~60號
845,住宅竊盜,1050129,18~20,台北市松山區南京東路5段291巷19弄31~60號
846,住宅竊盜,1050130,00~02,台北市信義區忠孝東路4段481~510號
847,住宅竊盜,1050130,12~14,台北市大安區黎孝里和平東路3段271~300號
848,住宅竊盜,1050131,00~02,台北市中山區林森北路107巷31~60號
849,住宅竊盜,1050131,10~12,台北市中山區民權東路3段61~90號
850,住宅竊盜,1050131,20~22,台北縣林口鄉文化二路1段20巷25弄31~60號
851,住宅竊盜,1050201,06~08,桃園縣中壢市實踐路211~240號
852,住宅竊盜,1050201,18~20,台北市松山區南京東路5段181~210號
853,住宅竊盜,1050202,20~22,台北市南港區九如里研究院路3段10巷1~30號
854,住宅竊盜,1050203,04~06,台北市大同區玉泉里西寧北路86巷1~30號
855,住宅竊盜,1050203,08~10,台北市中山區新生北路3段87巷1~30號
856,住宅竊盜,1050203,10~12,台北市松山區南京東路5段389巷11弄1~30號
857,住宅竊盜,1050203,20~22,台北市南港區仁福里福德街373巷31~60號
858,住宅竊盜,1050204,14~16,台北市文山區萬隆里萬隆街61~90號
859,住宅竊盜,1050205,08~10,台北市中山區新生北路2段127巷31~60號
860,住宅竊盜,1050205,16~18,台北市士林區天壽里中山北路6段441巷1~30號
861,住宅竊盜,1050207,08~10,台北市中山區中山北路1段33巷1~30號
862,住宅竊盜,1050207,18~20,台北市大安區錦安里麗水街17巷1~30號
863,住宅竊盜,1050208,20~22,台北市大安區臨江里5鄰通化街123巷31~60號
864,住宅竊盜,1050209,10~12,台北市內湖區成功路2段250巷1~30號
865,住宅竊盜,1050209,22~24,台北市大安區通安里17鄰通化街170巷1~30號
866,住宅竊盜,1050210,06~08,台北市萬華區大理街160巷23弄1~30號
867,住宅竊盜,1050210,08~10,台北市松山區精忠里民生東路4段55巷1~30號
868,住宅竊盜,1050210,14~16,台北市士林區福中里12鄰通河東街1段124巷1~30號
869,住宅竊盜,1050210,20~22,台北市士林區天和里中山北路7段114巷61弄1~30號
870,住宅竊盜,1050211,10~12,台北市中山區民生東路2段147巷5弄1~30號
871,住宅竊盜,1050212,00~02,台北市士林區福林里10鄰中山北路5段280巷1~30號
872,住宅竊盜,1050212,18~20,台北市萬華區三水街61~90號
873,住宅竊盜,1050213,20~22,台北市信義區正和里光復南路421巷91~120號
874,住宅竊盜,1050214,20~22,台北市南港區東新里向陽路120巷2弄1~30號
875,住宅竊盜,1050214,22~24,台北市信義區富台里忠孝東路5段423巷3弄1~30號
876,住宅竊盜,1050216,22~24,台北縣新莊市泰豐街1~30號
877,住宅竊盜,1050217,02~04,台北市中正區水源里羅斯福路4段52巷16弄1~30號
878,住宅竊盜,1050217,02~04,台北縣土城市中央路2段151~180號
879,住宅竊盜,1050217,12~14,台北市中山區吉林路199巷1~30號
880,住宅竊盜,1050217,16~18,台北市北投區吉利里石牌路1段39巷120弄1~30號
881,住宅竊盜,1050218,02~04,台北市中山區農安街1~30號
882,住宅竊盜,1050218,02~04,台北市中山區民權東路2段152巷6弄1~30號
883,住宅竊盜,1050219,12~14,台北市松山區市民大道5段121~150號
884,住宅竊盜,1050219,18~20,台北市中山區伊通街99巷15之1~30號
885,住宅竊盜,1050220,02~04,台北市士林區福順里重慶北路4段61~90號
886,住宅竊盜,1050220,08~10,台北市內湖區港富里18鄰內湖路1段737巷95-2號
887,住宅竊盜,1050220,20~22,台北市萬華區大理街159巷3弄1~30號
888,住宅竊盜,1050221,08~10,台北市萬華區萬大路277巷31~60號
889,住宅竊盜,1050222,10~12,桃園縣中壢市東龍路東龍12街205巷1~30號
890,住宅竊盜,1050222,10~12,台北市萬華區萬大路486巷37弄1~30號
891,住宅竊盜,1050223,06~08,台北市中正區愛國里9鄰延平南路258巷1~30號
892,住宅竊盜,1050223,12~14,台北縣淡水鎮中正路1段31~60號
893,住宅竊盜,1050223,12~14,台北市北投區福興里自強街5巷91~120號
894,住宅竊盜,1050224,14~16,台北市士林區後港里大南路391~420號
895,住宅竊盜,1050225,00~02,台北市內湖區新明路219巷2弄1~30號
896,住宅竊盜,1050225,10~12,台北市文山區辛亥路6段31~60號
897,住宅竊盜,1050226,08~10,台北市中正區文盛里羅斯福路3段316巷9弄1~30號
898,住宅竊盜,1050226,10~12,台北市大安區正聲里仁愛路4段391~420號
899,住宅竊盜,1050227,12~14,台北市萬華區中華路2段364巷1~30號
900,住宅竊盜,1050227,20~22,台北市萬華區中華路2段416巷61~90號
901,住宅竊盜,1050228,02~04,台北市南港區成福路181~210號
902,住宅竊盜,1050228,18~20,台北市中山區新生北路2段27巷1~30號
903,住宅竊盜,1050301,10~12,台北市松山區東新街54巷1~30號
904,住宅竊盜,1050302,14~16,台北市大同區市民大道1段181~210號
905,住宅竊盜,1050303,00~02,台北市士林區社新里6鄰社子街31~60號
906,住宅竊盜,1050303,08~10,台北市北投區吉慶里承德路7段164巷1~30號
907,住宅竊盜,1050304,08~10,台北市中山區民族東路31~60號
908,住宅竊盜,1050304,12~14,台北市北投區開明里復興四路8巷1~30號
909,住宅竊盜,1050305,16~18,台北縣中和市莊敬路49巷10弄1~30號
910,住宅竊盜,1050305,22~24,台北市士林區天壽里16鄰天母西路31~60號
911,住宅竊盜,1050306,00~02,台北市大同區至聖里大龍街241~270號
912,住宅竊盜,1050306,10~12,台北市中山區龍江路295巷1~30號
913,住宅竊盜,1050307,16~18,台北市內湖區內湖路2段301~330號
914,住宅竊盜,1050307,22~24,台北市大安區建倫里22鄰忠孝東路4段170巷17弄1~30號
915,住宅竊盜,1050308,02~04,台北市文山區景慶里景福街242巷1~30號
916,住宅竊盜,1050308,10~12,台北市中正區南福里羅斯福路1段90巷1~30號
917,住宅竊盜,1050308,14~16,台北市內湖區新富街31~60號
918,住宅竊盜,1050310,14~16,台北市萬華區大理街31~60號
919,住宅竊盜,1050310,18~20,台北市大安區光武里24鄰復興南路1段135巷1~30號
920,住宅竊盜,1050311,00~02,台北市士林區社新里社子街112巷20弄1~30號
921,住宅竊盜,1050311,02~04,台北市士林區社新里19鄰社子街22巷65弄1~30號
922,住宅竊盜,1050312,02~04,台北市松山區寶清街1~30號
923,住宅竊盜,1050312,02~04,台北縣五股鄉懷德191巷31~60號
924,住宅竊盜,1050313,06~08,台北市松山區南京東路5段251巷22弄31~60號
925,住宅竊盜,1050314,00~02,台北市中山區市民大道3段121~150號
926,住宅竊盜,1050314,16~18,台北市信義區六合里信義路5段150巷391~420號
927,住宅竊盜,1050314,16~18,台北市士林區蘭興里德行西路93巷6弄1~30號
928,住宅竊盜,1050314,20~22,台北市中山區錦州街31~60號
929,住宅竊盜,1050314,20~22,台北市中山區林森北路391~420號
930,住宅竊盜,1050315,04~06,台北縣淡水鎮新春街85巷19弄1~30號
931,住宅竊盜,1050315,14~16,台北市中山區中山北路一段33巷31~60號
932,住宅竊盜,1050316,08~10,台北市士林區永福里莊頂路91~120號
933,住宅竊盜,1050316,18~20,台北市北投區開明里中和街278巷13樓
934,住宅竊盜,1050317,08~10,台北市中正區南福里羅斯福路2段8巷14弄1~30號
935,住宅竊盜,1050318,00~02,台北市中山區林森北路391~420號
936,住宅竊盜,1050318,08~10,台北市大安區群賢里和平東路2段301~330號
937,住宅竊盜,1050320,14~16,台北市中正區水源里汀州路3段230巷25弄1~30號
938,住宅竊盜,1050320,16~18,台北市中山區中山北路一段33巷20弄1~30號
939,住宅竊盜,1050321,00~02,台北市中山區中山北路2段137巷24之1~30號
940,住宅竊盜,1050321,10~12,台北市士林區天母里天母北路87巷2弄1~30號
941,住宅竊盜,1050322,18~20,台北市大安區建倫里安和路1段31~60號
942,住宅竊盜,1050323,02~04,台北市士林區天祿里士東路91巷1~30號
943,住宅竊盜,1050323,16~18,台北縣板橋市中正路1巷16弄1~30號
944,住宅竊盜,1050323,22~24,台北市中正區頂東里羅斯福路3段58巷1~30號
945,住宅竊盜,1050324,18~20,台北市中山區長春路91~120號
946,住宅竊盜,1050325,02~04,台北市內湖區內湖路1段411巷1~30號
947,住宅竊盜,1050325,16~18,桃園縣中壢市長沙路1~30號
948,住宅竊盜,1050327,18~20,台北縣五股鄉成泰路1段121~150號
949,住宅竊盜,1050328,00~02,台北市大安區德安里敦化南路1段331~360號
950,住宅竊盜,1050328,18~20,台北市萬華區長泰街241~270號
951,住宅竊盜,1050329,04~06,台北縣三重市力行路1段151~180號
952,住宅竊盜,1050330,00~02,台北市北投區中庸里大業路691~720號
953,住宅竊盜,1050330,10~12,台北市內湖區文德路22巷16弄1~30號
954,住宅竊盜,1050331,00~02,台北市士林區臨溪里至善路2段323巷1~30號
955,住宅竊盜,1050401,16~18,台北市萬華區頂碩里7鄰大埔街1~30號
956,住宅竊盜,1050401,22~24,台北市信義區永吉里松山路151~180號
957,住宅竊盜,1050402,18~20,台北市信義區大道里中坡南路1~30號
958,住宅竊盜,1050403,12~14,台北市萬華區青年路31~60號
959,住宅竊盜,1050403,12~14,台北市萬華區青年路31~60號
960,住宅竊盜,1050403,18~20,台北市北投區榮華里富貴一路1巷1~30號
961,住宅竊盜,1050403,20~22,台北市萬華區廣州街61~90號
962,住宅竊盜,1050404,08~10,台北市北投區中央里中央南路1段102巷1~30號
963,住宅竊盜,1050404,12~14,台北市北投區石牌里明德路67巷1~30號
964,住宅竊盜,1050405,00~02,台北市大安區錦泰里7鄰杭州南路2段61巷1~30號
965,住宅竊盜,1050406,16~18,台北市大同區景星里迪化街2段61~90號
966,住宅竊盜,1050407,08~10,台北市文山區興旺里10鄰福興路4巷7弄1~30號
967,住宅竊盜,1050407,10~12,台北市中正區南門里延平南路181~210號
968,住宅竊盜,1050407,14~16,台北市大同區蓬萊里大龍街181~210號
969,住宅竊盜,1050407,20~22,台北縣板橋市自由路31~60號
970,住宅竊盜,1050408,14~16,台北市大同區光能里寧夏路31~60號
971,住宅竊盜,1050408,20~22,台北市松山區民生東路4段112巷7弄1~30號
972,住宅竊盜,1050408,20~22,台北市南港區舊莊里合順街8巷5弄31~60號
973,住宅竊盜,1050409,20~22,台北市萬華區新和里19鄰中華路2段416巷61~90號
974,住宅竊盜,1050410,02~04,台北市文山區華興里24鄰富山路1~30號
975,住宅竊盜,1050410,18~20,台北市松山區南京東路5段391~420號
976,住宅竊盜,1050410,22~24,台北市內湖區康寧路3段99巷10弄1~30號
977,住宅竊盜,1050411,18~20,台北市內湖區成功路3段91~120號
978,住宅竊盜,1050413,20~22,台北市士林區福華里12鄰承德路4段40巷121~150號
979,住宅竊盜,1050414,00~02,台北市中山區松江路37巷1~30號
980,住宅竊盜,1050414,02~04,台北市松山區寶清街1~30號
981,住宅竊盜,1050414,08~10,台北市文山區興業里興隆路2段181~210號
982,住宅竊盜,1050414,18~20,台北縣新店市寶慶街31~60號
983,住宅竊盜,1050414,20~22,台北市士林區社子里中正路601~630號
984,住宅竊盜,1050415,00~02,台中市南屯區文心路1段181~210號
985,住宅竊盜,1050415,10~12,台北市大安區光信里光復南路451~480號
986,住宅竊盜,1050415,10~12,台北市萬華區中華路2段416巷31~60號
987,住宅竊盜,1050415,10~12,台北市大安區古風里師大路31~60號
988,住宅竊盜,1050416,00~02,台北市士林區聖山里15鄰德行東路190巷6弄1~30號
989,住宅竊盜,1050416,08~10,台北市北投區湖山里紗帽路1~30號
990,住宅竊盜,1050416,22~24,台北市中正區永昌里汀州路1段242巷1~30號
991,住宅竊盜,1050418,00~02,台北市中正區永功里汀州路1段312巷1~30號
992,住宅竊盜,1050419,02~04,台北市中正區永昌里汀州路1段211~240號
993,住宅竊盜,1050419,18~20,台北市大同區永樂里民樂街1~30號
994,住宅竊盜,1050419,18~20,台北市文山區萬盛里羅斯福路5段53巷1~30號
995,住宅竊盜,1050419,20~22,台北市北投區永明里立農街2段202巷2弄1~30號
996,住宅竊盜,1050419,22~24,台北市內湖區(內湖路1段91巷1~30號
997,住宅竊盜,1050420,20~22,台北市中正區永昌里汀州路1段242巷1~30號
998,住宅竊盜,1050421,02~04,台北市中山區民權東路2段135巷1~30號
999,住宅竊盜,1050421,16~18,台北市北投區永和里行義路140巷1~30號
1000,住宅竊盜,1050423,04~06,台北市北投區文化里文化三路61~90號
1001,住宅竊盜,1050424,06~08,台北市中正區頂東里晉江街124巷8弄1~30號
1002,住宅竊盜,1050424,08~10,台北市南港區百福里福德街339巷5弄1~30號
1003,住宅竊盜,1050424,12~14,台北市信義區六藝里永吉路180巷70弄1~30號
1004,住宅竊盜,1050425,04~06,台北市中山區農安街1~30號
1005,住宅竊盜,1050425,10~12,台北市萬華區環河南路2段271~300號
1006,住宅竊盜,1050425,10~12,台北市大安區仁愛里大安路1段106巷1~30號
1007,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151~180號
1008,住宅竊盜,1050425,22~24,台北市松山區慶城街31~60號
1009,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151~180號
1010,住宅竊盜,1050426,06~08,台北市萬華區萬大路277巷31~60號
1011,住宅竊盜,1050426,14~16,台北市中山區吉林路161巷1~30號
1012,住宅竊盜,1050427,04~06,台北市信義區大道里忠孝東路5段790巷25弄1~30號
1013,住宅竊盜,1050427,06~08,台北市中山區林森北路119巷31~60號
1014,住宅竊盜,1050427,06~08,台北市中正區水源里羅斯福路4段40巷6弄1~30號
1015,住宅竊盜,1050427,08~10,台北市內湖區行善路361~390號
1016,住宅竊盜,1050427,12~14,台北市大同區玉泉里忠孝西路2段1~30號
1017,住宅竊盜,1050427,16~18,台北市南港區重陽里向陽路258巷(E棟梯廳)
1018,住宅竊盜,1050427,18~20,台北市大安區仁愛里大安路1段96巷1~30號
1019,住宅竊盜,1050428,02~04,台北縣淡水鎮中正東路2段1~30號
1020,住宅竊盜,1050429,20~22,台北市中正區永昌里中華路2段381巷1~30號
1021,住宅竊盜,1050429,22~24,台北縣板橋市自由路31~60號
1022,住宅竊盜,1050430,12~14,台北市大同區斯文里承德路3段61~90號
1023,住宅竊盜,1050430,16~18,台北縣三重市重新路3段121~150號
1024,住宅竊盜,1050501,12~14,台北市大安區臥龍街151~180號
1025,住宅竊盜,1050501,12~14,台北縣永和市中正路454巷1~30號
1026,住宅竊盜,1050501,14~16,台北縣淡水鎮新民街180段1~30號
1027,住宅竊盜,1050501,22~24,台北市大安區正聲里03鄰光復南路260巷31~60號
1028,住宅竊盜,1050502,00~02,台北縣永和市環河西路2段241~270號
1029,住宅竊盜,1050502,10~12,台北市大同區朝陽里南京西路344巷31~60號
1030,住宅竊盜,1050502,14~16,台北市松山區敦化北路145巷18弄1~30號
1031,住宅竊盜,1050503,16~18,高雄市左營區文自路363巷1~30號
